Transaction ID,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount,Date
923,CUST923,Male,32,Beauty,3,300,900,26-05-2023
924,CUST924,Male,55,Beauty,2,50,100,29-08-2023
925,CUST925,Male,25,Electronics,1,300,300,03-09-2023
926,CUST926,Male,22,Electronics,1,30,30,14-08-2023
927,CUST927,Male,43,Electronics,4,500,2000,24-06-2023
928,CUST928,Female,35,Clothing,4,300,1200,05-04-2023
929,CUST929,Female,23,Beauty,3,25,75,27-01-2023
930,CUST930,Male,54,Clothing,4,50,200,10-05-2023
931,CUST931,Male,30,Beauty,4,30,120,02-09-2023
932,CUST932,Female,45,Beauty,4,25,100,28-02-2023
933,CUST933,Male,22,Beauty,1,30,30,03-02-2023
934,CUST934,Male,30,Beauty,1,500,500,25-07-2023
935,CUST935,Female,34,Beauty,1,50,50,09-09-2023
936,CUST936,Male,57,Beauty,4,50,200,07-02-2023
937,CUST937,Female,62,Beauty,1,500,500,23-10-2023
938,CUST938,Male,49,Clothing,4,50,200,19-11-2023
939,CUST939,Female,46,Electronics,1,300,300,18-12-2023
940,CUST940,Female,20,Electronics,1,30,30,28-01-2023
941,CUST941,Female,57,Clothing,2,25,50,19-03-2023
942,CUST942,Male,51,Clothing,3,500,1500,18-03-2023
943,CUST943,Female,57,Clothing,4,300,1200,16-10-2023
944,CUST944,Male,44,Clothing,2,25,50,05-06-2023
945,CUST945,Male,30,Beauty,1,25,25,13-02-2023
946,CUST946,Male,62,Electronics,4,500,2000,08-05-2023
947,CUST947,Male,50,Beauty,1,300,300,02-03-2023
948,CUST948,Female,23,Electronics,3,25,75,13-10-2023
949,CUST949,Female,41,Electronics,2,25,50,02-08-2023
950,CUST950,Male,36,Clothing,3,300,900,07-11-2023
951,CUST951,Male,33,Beauty,2,50,100,02-11-2023
952,CUST952,Female,57,Clothing,1,25,25,13-11-2023
953,CUST953,Male,45,Beauty,3,30,90,26-04-2023
954,CUST954,Female,50,Electronics,3,300,900,25-09-2023
955,CUST955,Male,58,Clothing,1,25,25,14-07-2023
956,CUST956,Male,30,Clothing,3,500,1500,19-08-2023
957,CUST957,Female,60,Electronics,4,30,120,15-08-2023
958,CUST958,Male,62,Electronics,2,25,50,02-06-2023
959,CUST959,Female,42,Electronics,2,30,60,29-10-2023
960,CUST960,Male,59,Clothing,2,30,60,08-08-2023
961,CUST961,Male,53,Beauty,4,50,200,06-06-2023
962,CUST962,Male,44,Clothing,2,30,60,19-10-2023
963,CUST963,Female,55,Beauty,1,50,50,14-11-2023
964,CUST964,Male,24,Clothing,3,300,900,31-01-2023
965,CUST965,Male,22,Clothing,4,50,200,09-11-2023
966,CUST966,Male,60,Electronics,2,500,1000,20-02-2023
967,CUST967,Male,62,Beauty,1,25,25,17-04-2023
968,CUST968,Female,48,Clothing,3,300,900,17-11-2023
969,CUST969,Female,40,Clothing,3,300,900,19-04-2023
970,CUST970,Male,59,Electronics,4,500,2000,16-05-2023
971,CUST971,Female,27,Electronics,4,50,200,05-12-2023
972,CUST972,Male,49,Beauty,4,25,100,11-02-2023
973,CUST973,Male,60,Clothing,1,50,50,22-03-2023
974,CUST974,Male,47,Beauty,1,30,30,03-05-2023
975,CUST975,Female,56,Clothing,4,50,200,30-03-2023
976,CUST976,Female,48,Beauty,2,300,600,10-10-2023
977,CUST977,Female,35,Electronics,3,25,75,08-02-2023
978,CUST978,Female,53,Clothing,3,50,150,22-03-2023
979,CUST979,Female,19,Beauty,1,25,25,02-01-2023
980,CUST980,Female,31,Electronics,3,25,75,29-07-2023
981,CUST981,Female,30,Electronics,2,30,60,19-08-2023
982,CUST982,Female,46,Beauty,3,30,90,19-12-2023
983,CUST983,Female,29,Clothing,1,300,300,01-11-2023
984,CUST984,Male,56,Clothing,1,500,500,29-08-2023
985,CUST985,Female,19,Electronics,2,25,50,30-05-2023
986,CUST986,Female,49,Clothing,2,500,1000,17-01-2023
987,CUST987,Female,30,Clothing,3,300,900,29-04-2023
988,CUST988,Female,63,Clothing,3,25,75,28-05-2023
989,CUST989,Female,44,Electronics,1,25,25,28-12-2023
990,CUST990,Female,58,Beauty,2,500,1000,25-05-2023
991,CUST991,Female,34,Clothing,2,50,100,26-12-2023
992,CUST992,Female,57,Electronics,2,30,60,21-08-2023
993,CUST993,Female,48,Electronics,3,50,150,06-02-2023
994,CUST994,Female,51,Beauty,2,500,1000,18-12-2023
995,CUST995,Female,41,Clothing,1,30,30,30-04-2023
996,CUST996,Male,62,Clothing,1,50,50,16-05-2023
997,CUST997,Male,52,Beauty,3,30,90,17-11-2023
998,CUST998,Female,23,Beauty,4,25,100,29-10-2023
999,CUST999,Female,36,Electronics,3,50,150,05-12-2023
1000,CUST1000,Male,47,Electronics,4,30,120,12-04-2023
